text
"RT @wsvn: Chemical attack kills dozens in #Syria, US blames President Assad https://t.co/D44Gx02cLZ https://t.co/4SdbRQQvzo"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
RT @Politics_PR: #Syria and Trump Hypocrisy: Blaming Syrian Chemical Attack on Obama https://t.co/VhY9nycDcU #tcot #MAGA https://t.co/pAltt…
"RT @peterdaou: Only evil MONSTERS intentionally use these gruesome weapons, let alone against children. 
#Syria https://t.co/KTLClkLoA4"
RT @faisalalmutar: #Syria we failed you.
"RT @iadtawil: Thread.
#IdlibAttack #Idlib #KhanSheikhoun #SyriaChemicalAttack #SyriaGasAttack. #Syria https://t.co/O4a4xZzCaj"
"RT @JoeEEnglish: UNICEF's Anthony Lake on reports of chemical weapons attacks on children and families in #Syria
https://t.co/fxMcdNVw82 #C…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @Hamletgarcia17: Children should never pay for the mistakes of adults #syria     
@realDonaldTrump @RevJJackson @UN @USEmbassySyria #Bas…"
"RT @FSAPlatform: #Syria || #Idlib

Dr. Hariri: The regime killed 100's of women&amp;children in Khan Sheikhoun attack. Is there hope of interna…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @ThisIsGaZa: He, little, promised much,
Too soon untied:
He only dreamt he lived.
 And then he died.
#Idlib #Syria 
#خان_شيخون https://t…"
RT @lsarsour: The images out of #Syria are horrific. But so were the images for the past 5 years. We turned a blind eye. We have become num…
RT @MaryellenLocker: History shows us that we will never learn from history. #Syria #Holocaust #genocide
Obama tried 2 help #syria Congress say NO as did Britain 4 despicable fake prez 2 blame him 4 this is a blatant disregard of truth as usual!
RT @StillBernin: Interesting. #Sarin attack in #Syria was a top 'moment' on Twitter until people started tweeting about HRC selling Sarin t…
"RT @Partisangirl: If #Syria still had Sarin, wouldn't they have used it on #ISIS in Palmyra in order to keep the artifacts intact?"
"RT @LOrdreNet: So-called #Syria ""rebels"" are fleas paid with US currency, versed in spreading US lies, and committed to advocating US atroc…"
RT @AmericanLuvSong: #SusanRiceUnmasked Syria #MAGA #Syria #Benghazi @realDonaldTrump @POTUS @DonaldJTrumpJr @SebGorka @docmurdock @JimChil…
"#Syria: Part-time jihadist, part-time doctor...  ������ https://t.co/dHoAR30L4m"
"@realDonaldTrump will do nothing about #Syria except the usual , lie and blame others . #ImpeachTrump #FakePOTUS #StepAside #GopFail"
RT @MichaelCastner: With @realDonaldTrump it's ALWAYS somebody else's fault/responsibility. #Trumprussia #syria https://t.co/EguU5X3SJD
RT @ShepNewsTeam: .@realDonaldTrump blames #Assad and #ObamaAdmin for attack in #Syria and #Tillerson says #Russia and #Iran bear “great mo…
@UN Any country that does not intervene to stop the #Syria atrocity are as liable killing children as Assad #UKPolitics #cdnpoli #uspoli
#PresidentTrump has stated #Obama and #SusanRice are responsible for the chemical attack in #Syria.  He has blurry photos of them doing it.
"RT @hardball: ""You're never putting Humpty Dumpty back together again."" @JNSmall on the country that #Syria used to be before the war #Syri…"
"@lilradishn DEMAND #HR1666 - #russia #syria WAR CRIMES = sex slave victims of ISIS, many held by Russian-speaking f… https://t.co/SlxNf4XYcx"
We continue to fail the people of #Syria. When will we finally stand up for #humanrights &amp; justice as an international human community?
RT @AskAnshul: Chemical attack massacre being reported in Syria. The world must come together to end the horrific evil in #Syria for the sa…
"RT @m_alederies: .@AAPNews #RedLines #Syria: Hitler is back, his name is #Assad. https://t.co/peLlpzTcyh #BsharUsingChemicalWeapons https:/…"
"RT @Abdussamad_AIF: What's happening in #Syria is painful to witness ������ Ya Allah, make it easy for those suffering &amp; grant Jannah to those w…"
@ladyulofine Assads winning. Why the Fuck would he use chemical weapons and give the globalists reason to attack him. Wise up people. #syria
"RT @Partisangirl: If #Syria still had Sarin, wouldn't they have used it on #ISIS in Palmyra in order to keep the artifacts intact?"
"RT @sjredmond: Somehow I don't think that the last words of the people killed in #Syria were ""damn you Obama"". Time for POTUS to do his job…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @Partisangirl: Why would the white helmets receive Sarin respirator suits only a month before the attack, #Syria doesn't have Sarin http…"
RT @Free_Media_Hub: #Syria six years of sorrow and loss https://t.co/Xjhd1qdg34
RT @preemptivelove: We’re responding to victims of the alleged chemical attack in #Syria. How you can help: https://t.co/S90SXHNigi
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @Loca2733Mc: J. McCain calls 45'sSyria policy a ""disgraceful chapter"" in U.S. history������������!

Fight 4 freedom #Syria https://t.co/klPRpMsCdo…"
RT @oulosP: My article on what does not add up in the #Idlib Chemical Weapons attack  https://t.co/x9voJp9cns #Syria
"RT @LotteLeicht1: #Syria: Video&amp;map of #Assad's chemical attacks on #Aleppo late 2016 https://t.co/8oWfV2cnrp … Today, it was #Idlib https:…"
When will the world wake up and see the genocide of  #Syria taking place right before your eyes. Innocent people are being killed.
In coordination with #Assad regime #Hezbollah smuggled huge amounts of #chemical weapons from #Syria &amp; stored it in… https://t.co/JVot8uobqu
"RT @hardball: ""You're never putting Humpty Dumpty back together again."" @JNSmall on the country that #Syria used to be before the war #Syri…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @MinouLeChat5: Can you help us by publishing this link to help raise Awareness of the suffering in #Syria

#Syrie

#AssadGenocide

 http…"
"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013, the US backed ""rebels"" used sarin gas as a #falseflag in attempt to…"
Exposed False Flag #Chemical Attack in #Syria to disrupt Geneva talks @KevorkAlmassian  @SyrianaAnalysis  https://t.co/n4VaArPBDb
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @Abdussamad_AIF: What's happening in #Syria is painful to witness ������ Ya Allah, make it easy for those suffering &amp; grant Jannah to those w…"
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
RT @Politics_PR: #Syria and Trump Hypocrisy: Blaming Syrian Chemical Attack on Obama https://t.co/VhY9nycDcU #tcot #MAGA https://t.co/pAltt…
"RT @sjredmond: Somehow I don't think that the last words of the people killed in #Syria were ""damn you Obama"". Time for POTUS to do his job…"
"RT @DrShajulIslam: after 5 hospitals hit and closed last week, this is the future of #Hospitals in #Syria . Help by donating https://t.co/L…"
"@HardballChris This is a set up to keep war going. #Trump &amp; #Russia aren't going to attack #Syria, they're going to stop #Neocon, #UK war."
RT @Free_Media_Hub: #Syria six years of sorrow and loss https://t.co/Xjhd1qdg34
RT @BorisJohnson: Horrific reports of chemical weapons attack in #Idlib #Syria. Incident must be investigated &amp; perpetrators held to account
"RT @Partisangirl: Why would the white helmets receive Sarin respirator suits only a month before the attack, #Syria doesn't have Sarin http…"
#Trump condemns #Assad for chemical attack in #Syria on civilians &amp; #Obama for not stopping Assad sooner - Hot Air https://t.co/jvpKTgvkYT
RT @AJEnglish: How chlorine gas became a weapon in #Syria's civil war https://t.co/MMUxuFpZrr https://t.co/1VDmDSxSvE
"RT @4FreedominIran: #Idlib #KhanSheikhoun injuries from #children after being poisoned with poison gas #Syria #IranOutOfSyria #خان_شيخون
ht…"
"RT @ReaganBattalion: Assad is a monster, so is Putin. #Syria https://t.co/EW77scsxZv"
RT @maytham956: Have you ever seen someone who was exposed to chemical weapons while taking a selfie?!! Well it happens only in #Syria http…
"RT @SyrianHNC_en: HNC @sabra_mohamad: We call on the Security Council to activate Par. 21 of Res. 2118 on use of CWA in #Syria
#IdlibGasAtt…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
RT @Free_Media_Hub: Support our campaign now in its seventh year @ https://t.co/bFe1NsVcbN #Syria https://t.co/3UnJvdKbrG
"RT @CaterinaLopez: I can't even stomach what's going on in #syria. A million prayers for the men, women and children over there. ❤️ https:/…"
"RT @CaterinaLopez: I can't even stomach what's going on in #syria. A million prayers for the men, women and children over there. ❤️ https:/…"
"RT @CT101st: My voice may be quiet in a world of noise, Stop killing your own people. #Syria https://t.co/aAJlOE0eHJ"
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
RT @Free_Media_Hub: #Syria six years of sorrow and loss https://t.co/Xjhd1qdg34
"RT @AJ: These children can't breathe, aftermath of a suspected chemical attack in #Syria, it's the third one in days.  https://t.co/vjSCLyw…"
Look like he asking the reason that '' why being am I killed?'' #UNSC #Syria #KhanSheikhoun #idlib #IranOutOfSyria https://t.co/abHdKXuLay
"Have you guys seen that video of the gassing victims in #syria? Who are we? If America is to be great, America has to step in. It has to."
RT @RizviUzair: Does Netanyahu feel shocked and outraged when Gaza is attacked with White Phosphorous. #Syria #GasAttack #Idlib #Chemicalat…
"RT @Partisangirl: Why would the white helmets receive Sarin respirator suits only a month before the attack, #Syria doesn't have Sarin http…"
"RT @AlexMunter_: Heartbreaking news of kids killed in #Syria; makes these drawings by Syrian child #refugees in Ottawa so poignant.
https:/…"
starting with toppling criminal #Assad &amp; liberating #Syria from all kinds of invasion &amp; winning the freedom &amp; dignity for its prowess people
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @bencdp: Instead of getting your panties in a twist over #Pepsi, how about you put that energy in condemning the violence in #Syria? #Fo…"
RT @TheArabSource: Op/Ed: something is not adding up with the #Idlib chemical weapons attack https://t.co/alXV3abWQv #Syria
"RT @Free_Media_Hub: *Assad to the Hague 
Petition click to add your name  now https://t.co/fHgwUyukAL  #Syria #idlib https://t.co/urfmCJcRdX"
"RT @metajane: My heart is breaking for those in #Syria. Beyond politics. Beyond blame. This is just so wrong. 
#PrayersforSyria
https://t.c…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
RT @preemptivelove: We’re responding to victims of the alleged chemical attack in #Syria. How you can help: https://t.co/S90SXHNigi
"RT @TC_Basbakan: ""I hope that the @UN will take an important step concerning chemical weapons in #Syria and impose a due penalty on its per…"
"RT @MARYAMALKHAWAJA: Despite horrific crimes committed by #Syria regime, some western politicians talking about Assad as part of the soluti…"
"RT @DrShajulIslam: after 5 hospitals hit and closed last week, this is the future of #Hospitals in #Syria . Help by donating https://t.co/L…"
Can I see less pepsi in my feed and more outrage over this #Syria https://t.co/dWniky8D91
"RT @Masoud_Dalvand: #Khameneii &amp; #Assad killing innocent kids in #Syria, all world quiet #Idlib #خان_شيخون https://t.co/bvHOTzPKKW"
"RT @ReaganBattalion: Assad is a monster, so is Putin. #Syria https://t.co/EW77scsxZv"
RT @Free_Media_Hub: #Syria six years of sorrow and loss https://t.co/Xjhd1qdg34
What happened in #Syria today is breaking my heart to pieces. I can't get over those images of children dying.So awful������������#MakeItStop
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
RT @RFERL: France calls for UN Security Council meeting after suspected #Syria chemical attack. https://t.co/cTZ21QHLog https://t.co/61NhXq…
"RT @sakirkhader: #Syria: At least 40 civilians killed, tens wounded in a heavy regime chemical attack on the rebel-held town of Khan Sheikh…"
RT @zlando: Everyone is surprised that the #UN does nothing about #Syria. Arabs have rendered the UN helpless unless bashing #Israel. Get i…
RT @AmericanLuvSong: #SusanRiceUnmasked Syria #MAGA #Syria #Benghazi @realDonaldTrump @POTUS @DonaldJTrumpJr @SebGorka @docmurdock @JimChil…
RT @SenJohnMcCain: Another vicious chemical attack in #Syria - how do the Syrian people determine their own future while they are being sla…
RT @Jamie83107302: Just in case you thought Drumpf is any different. #Syria https://t.co/eJyNBOpPsY
US made willful decision to create ISIL: Ex-head of US Defense Intelligence Agency https://t.co/pUDbcErbBc #ISIS #ISIL #syria #usa #proxy
"RT @ALSayar: These children can't breathe. 
This is the aftermath of a suspectedchemical attack in #Syria .
#خان_شيخون

 https://t.co/TwJPs…"
RT @OIC_OCI: OIC strongly condemns chemical weapon attack on #KhanShaykhoun #KhanShaikhoun in #Idlib province #Syria. Called for ending the…
RT @Partisangirl: .@OrientNews Some of the children in the chemical weapons attack appear to have been bludgeoned to death #Syria https://t…
"@tcvatandasi16 @worldonalert what ""evidences"" do you want, filthy #Assad's/#Putin's insect? None in #Syria has faci… https://t.co/YuAIl7F0jM"
#Trump’s Moment of Terrible Truth in #Syria https://t.co/0UmE9fWi0x via @newyorker
"RT @SoniaKatiMota: What do you think about this? @MLKstudios @KirstyMartin19 @TanyaKasim @SDGMasterglass
#Idlib #Syria #Russia #Israel @UN…"
"Have you seen the small bodies being washed off, Rex?  They are covered in deadly chemicals. This is on your… https://t.co/fzaAWFvaUf"
"RT @Loca2733Mc: .@PressSec blames Obama on the worst chemical attack on Syria! Its time to #Impeach Incompetent 45! 
Pray 4 #Syria https://…"
"RT @ms_erika74: 2013 ~ Obama Draws Red Line

2015 ~ Assad must go 

2017 ~ Trump gets blamed for attack ������

#Syria https://t.co/S7hsc6Axd5"
RT @RadioFreeTom: This revisionist history about Obama being shut down by Congress in #Syria is among the worst kinds of bullshit there is…
"RT @ReaganBattalion: Assad is a monster, so is Putin. #Syria https://t.co/EW77scsxZv"
RT @RepKinzinger: This is happening in #Syria as death toll rises. Chemical attacks are STILL happening. Removing #Assad from power IS and…
"RT @MrIvanJohnson: @scotthortonshow @Antiwarcom 

@JonathanTurley:
Textualists &amp; Originalists Are Again AWOL in Wars on #Syria, #Yemen http…"
#Syria is the scar on humanity's face!
"RT @oulosP: Why aren't the White Helmets wearing gloves if dealing with chemicals in #Idlib, #Syria? https://t.co/DffjfJ1Hjx"
"RT @FreshPhunky: You are a joke, @realDonaldTrump . You are just playing Putin's #Syria game, Talk abt #weak ! You said u will do nothing a…"
Look like he asking the reason that '' why being am I killed?'' #UNSC #Syria #KhanSheikhoun #idlib #IranOutOfSyria������ https://t.co/fiRGTidElG
"RT @ms_erika74: 2013 ~ Obama Draws Red Line

2015 ~ Assad must go 

2017 ~ Trump gets blamed for attack ������

#Syria https://t.co/S7hsc6Axd5"
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @cafreeland: As a mother, my heart breaks watching images of children writhing in pain after reported #chemicalattack in #Idlib #Syria.…"
UK Column News 24th Feb 2017 https://t.co/b0Rmfa3odO #vanessa #beeley #child #trafficking #syria #yemen #fakenews
#Syria six years of sorrow and loss https://t.co/Xjhd1qdg34
RT @MichaelCastner: With @realDonaldTrump it's ALWAYS somebody else's fault/responsibility. #Trumprussia #syria https://t.co/EguU5X3SJD
"""@snhr: A baby victim of #Syria -n Regime forces use of #ChemicalWeapons in #KhanSheikhoun on Apr 4 #SNHR https://t.co/YbEo9CJjue"""
RT @MaherZain: This is outrages! #Syria #Idlib #PrayerForSyria https://t.co/Aps2vhavgs
RT @GebeilyM: .@AFP There would be no coverage of nearly-incomprehensible level of human suffering in #Syria if it weren't for local report…
"@RepMikeQuigley #russia #syria WAR CRIMES = sex slave victims of ISIS, many held by Russian-speaking fighters inc Chechens, Kazakhs, Uzbeks"
RT @KomNewsCom: ‘#Turkey preparing for new military operations in #Syria’ - Kom News - Kom News https://t.co/Ey32XXIQ6A
RT @RadioFreeTom: This revisionist history about Obama being shut down by Congress in #Syria is among the worst kinds of bullshit there is…
"RT @ReaganBattalion: Assad is a monster, so is Putin. #Syria https://t.co/EW77scsxZv"
RT @Free_Media_Hub: Not today kid #Syria https://t.co/e9E3l72t06
Humanity is just becoming awful!! All I could think of is this speech by #charliechaplin https://t.co/UIfwfW3BX0 #syria
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"@RVAwonk Yes. But at least we aren't talking about #Russia or #Syria or #MoneyLaundering or #CorruptElections wait,… https://t.co/miiDtahspR"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
Just in case you thought Drumpf is any different. #Syria https://t.co/eJyNBOpPsY
RT @Free_Media_Hub: In war squeezed amongst the bombs and bullets are little bodies #syria #Iraq https://t.co/XNo7ohx3B5
Absolutely sickening. What a shockingly unfair world we live in. https://t.co/rjjjazF2Ki #PrayForSyria #chemicalattack #Syria
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
RT @MeanwhileinCana: Horrific gas/chemical attack in #Syria.  How could anyone do this to innocent children? Assad is a madman. https://t.c…
"RT @jacobinism: At first I was like [1,2,3] but then I was all [4]  @realDonaldTrump  #Syria #SyriaChemicalAttack https://t.co/PUT1CtBNOJ"
"RT @Partisangirl: If #Syria still had Sarin, wouldn't they have used it on #ISIS in Palmyra in order to keep the artifacts intact?"
RT @AJEnglish: .@ajplus This is how government officials reacted to the suspected chemical attack in #Syria's Idlib https://t.co/ODUVBI7D0s…
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @ReaganBattalion: Assad is a monster, so is Putin. #Syria https://t.co/EW77scsxZv"
"RT @TC_Basbakan: ""The regime attacked on women and children with chemical weapons in #Idlib, #Syria this morning. This inhumane atrocity de…"
"2013 ~ Obama Draws Red Line

2015 ~ Assad must go 

2017 ~ Trump gets blamed for attack ������

#Syria https://t.co/S7hsc6Axd5"
@POTUS  @realDonaldTrump ������������������������������������STAND ������������������������������������STAND ������������������������������������STOP MAR LAGO SPEND ON MILITARY STOP THIS HOLOCAST NOW NOW N… https://t.co/6WSFjk0z55
"You are a joke, @realDonaldTrump . You are just playing Putin's #Syria game, Talk abt #weak ! You said u will do no… https://t.co/XxnPT8tWAC"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @CT101st: My voice may be quiet in a world of noise, Stop killing your own people. #Syria https://t.co/aAJlOE0eHJ"
RT @MBA_AlThani_: Arrived in #Brussels. Big day tomorrow as #Qatar co-chairs Int'l meeting on #Syria. We continue to strive for ceasefire &amp;…
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @davidicke: US-led coalition killed more Syrian civilians than Isis or Russia in March, figures show https://t.co/nPEB7poiw5 #Syria http…"
"RT @sahouraxo: There are MAJOR holes in the Idlib ""sarin gas"" attack story. 

Don't believe the mainstream media's narrative! #Syria #FakeN…"
"RT @noiserawker: Tillerson Trump's SoS: Assad can stay

Assad: gasses civilians including young children

Trump: Obama's fault!

#Syria"
"RT @siemaiqbal: The human race at its worst.

Shame on us all.

#idlib 

#syria 

#SyriaChemicalAttack"
"RT @Partisangirl: ""Tomorrow were going to create a media story about a ""chlorine"" gas attack, later changed to sarin even though #Syria gov…"
"RT @EatingMyPeaz: .@LccSy @whitehelmets_sy Via @whitehelmets_sy #Syria, Idlib: 16 photos of victims of CW airstrike on Khan Sheikhoun. 4 Ap…"
"RT @ReaganBattalion: Assad is a monster, so is Putin. #Syria https://t.co/EW77scsxZv"
@TurtleWoman777 @omi_dmd @Marcnelsonart @Mr_Alhamdo @RevolutionSyria @ajplus @shawncarrie @SyriaCivilDef… https://t.co/5QVnjhfZYt
RT @sakirkhader: #Syria: At least 80 civilians killed in multiple Russian and regime airstrikes across rebel-held parts of Damascus and Idl…
"RT @maytham956: Terrorist Mohammed Alloush is not a gas expert, he is just one of the participants in the crime!
#Idlib #Syria https://t.co…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"67 killed, 200 injured in #Assad poisonous gas attack on #Idlib #Khan_Shaykhun https://t.co/VfLfuitOgl  #Syria #IranOutOfSyria 
#UNSC"
"RT @Aaditweetz: Disclaimer: 
This is for those ""firqa parasts"" who cry for one genocide and support other one secretly. #Syria  https://t.c…"
"Who smells bullshit #IdlibAttack #syria #assad 
https://t.co/FzQTyCD489"
"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013, the US backed ""rebels"" used sarin gas as a #falseflag in attempt to…"
RT @AFPblogs: 'The first thing that hits you is the smell' - covering suspect #chemical attack in #syria @AFPblogs @omarhajkadour https://t…
RT @AymanM: Dozens killed in suspected chemical attack on Syria's Idlib Province #syria #idlib https://t.co/C5K0ZWISRn
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
"RT @peterdaou: Obama's #Syria policy wasn't perfect, but for the Trump administration to blame him for an atrocity like this is beyond repr…"
"RT @Evan_McMullin: When free world leaders turn a blind eye to human rights, tyrants accelerate their unspeakable atrocities. #Syria https:…"
RT @janatulnaeem02: #Syria Chaos in front of #WhiteHelmets headquarter in Khan Sheikun #Idlib after airstrike Sarin toxic gas. https://t.co…
"While he now blames Obama, let's not forget what @realDonaldTrump thought before about intervention in #Syria.… https://t.co/qmgBmxl7SZ"
"RT @AmyALaPorte: President Donald Trump's statement on #Syria #Sarinattack slams Obama's inaction on ""red line"" but offers no clarity on fu…"
"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013, the US backed ""rebels"" used sarin gas as a #falseflag in attempt to…"
"RT @leeellie811: #Syria #Siria 
If only... https://t.co/UeRPWvT2D2"
"#Syria #FakeNews war propaganda - same as in the recent chem attack. Plus, #Wikileaks showed us who the bad guys ar… https://t.co/YtZujhP9SE"
"RT @BBCBreaking: UK PM @theresa_may calls for investigation into suspected chemical attack in Idlib, #Syria 

https://t.co/jyX7WEFCn0 https…"
"RT @Partisangirl: If #Syria still had Sarin, wouldn't they have used it on #ISIS in Palmyra in order to keep the artifacts intact?"
RT @bradmeltzer: Embarrassing. Don't use this to blame Obama. Fix the #Syria policy. That's what being President means. Putin is complicit.…
